FlowDuration,TotFwdPkts,TotBwdPkts,TotLenFwdPkts,TotLenBwdPkts,FwdPktLenMax,FwdPktLenMin,BwdPktLenMax,BwdPktLenMin,FwdHeaderLen,BwdHeaderLen,SubflowFwdPkts,SubflowFwdByts,SubflowBwdPkts,SubflowBwdByts,TargetOutput
1518,2,5,110,377,110,0,377,0,40,124,2,110,5,377,0
5894,4,8,168,4498,168,0,1460,0,80,184,4,168,8,4498,0
272,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
2611,4,8,322,4434,322,0,1460,0,80,184,4,322,8,4434,0
294,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
4529,4,8,314,4434,314,0,1460,0,80,184,4,314,8,4434,0
6111,4,8,322,4434,322,0,1460,0,80,184,4,322,8,4434,0
8165,4,8,322,4434,322,0,1460,0,80,184,4,322,8,4434,0
10106,4,8,332,4434,332,0,1460,0,80,184,4,332,8,4434,0
11917,4,8,316,4434,316,0,1460,0,80,184,4,316,8,4434,0
9016,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
1849,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
3876,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
6059,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
8300,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
6560,4,8,322,4434,322,0,1460,0,80,184,4,322,8,4434,0
6847,4,8,314,4434,314,0,1460,0,80,184,4,314,8,4434,0
8600,4,8,316,4434,316,0,1460,0,80,184,4,316,8,4434,0
9283,4,8,312,4434,312,0,1460,0,80,184,4,312,8,4434,0
10465,4,8,314,4434,314,0,1460,0,80,184,4,314,8,4434,0
8344,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
6456,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
8205,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
5803,1,1,0,0,0,0,0,0,20,20,1,0,1,0,0
19836,1,1,0,0,0,0,0,0,20,20,1,0,1,0,1
3519,1,1,0,0,0,0,0,0,20,20,1,0,1,0,1
5379,4,8,325,4434,325,0,1460,0,80,184,4,325,8,4434,1
6312,4,8,320,4434,320,0,1460,0,80,184,4,320,8,4434,1
7922,4,8,320,4434,320,0,1460,0,80,184,4,320,8,4434,1
8717,4,8,317,4434,317,0,1460,0,80,184,4,317,8,4434,1
10542,4,8,320,4434,320,0,1460,0,80,184,4,320,8,4434,1
8188,1,1,0,0,0,0,0,0,20,20,1,0,1,0,1
5568,1,1,0,0,0,0,0,0,20,20,1,0,1,0,1
7185,1,1,0,0,0,0,0,0,20,20,1,0,1,0,1
2910,1,1,0,0,0,0,0,0,20,20,1,0,1,0,1
4784,1,1,0,0,0,0,0,0,20,20,1,0,1,0,1
5272,4,8,316,4434,316,0,1460,0,80,184,4,316,8,4434,1
6237,4,8,317,4434,317,0,1460,0,80,184,4,317,8,4434,1
7790,4,8,316,4434,316,0,1460,0,80,184,4,316,8,4434,1
9332,4,8,315,4434,315,0,1460,0,80,184,4,315,8,4434,1
9599,4,8,318,4434,318,0,1460,0,80,184,4,318,8,4434,1
8172,1,1,0,0,0,0,0,0,20,20,1,0,1,0,1
4359,1,1,0,0,0,0,0,0,20,20,1,0,1,0,1
6008,1,1,0,0,0,0,0,0,20,20,1,0,1,0,1
7616,1,1,0,0,0,0,0,0,20,20,1,0,1,0,1
4368,1,1,0,0,0,0,0,0,20,20,1,0,1,0,1
4974,4,8,326,4434,326,0,1460,0,80,184,4,326,8,4434,1
5804,4,8,321,4434,321,0,1460,0,80,184,4,321,8,4434,1
8745,3,7,321,4434,321,0,1460,0,60,164,3,321,7,4434,1
6088,1,1,0,0,0,0,0,0,20,20,1,0,1,0,2
6524,4,8,319,4434,319,0,1460,0,80,184,4,319,8,4434,2
9413,4,8,318,4434,318,0,1460,0,80,184,4,318,8,4434,2
9897,4,8,327,4434,327,0,1460,0,80,184,4,327,8,4434,2
10889,4,8,322,4434,322,0,1460,0,80,184,4,322,8,4434,2
12818,4,8,322,4434,322,0,1460,0,80,184,4,322,8,4434,2
6561,1,1,0,0,0,0,0,0,20,20,1,0,1,0,2
9734,1,1,0,0,0,0,0,0,20,20,1,0,1,0,2
6466,1,1,0,0,0,0,0,0,20,20,1,0,1,0,2
3691,1,1,0,0,0,0,0,0,20,20,1,0,1,0,2
5570,1,1,0,0,0,0,0,0,20,20,1,0,1,0,2
29761,4,8,322,4434,322,0,1460,0,80,184,4,322,8,4434,2
35789,4,8,317,4434,317,0,1460,0,80,184,4,317,8,4434,2
42025,4,8,319,4434,319,0,1460,0,80,184,4,319,8,4434,2
43465,4,8,318,4434,318,0,1460,0,80,184,4,318,8,4434,2
47635,4,8,318,4434,318,0,1460,0,80,184,4,318,8,4434,2
22700,1,1,0,0,0,0,0,0,20,20,1,0,1,0,2
11077,1,1,0,0,0,0,0,0,20,20,1,0,1,0,2
6223,1,1,0,0,0,0,0,0,20,20,1,0,1,0,2
18711,1,1,0,0,0,0,0,0,20,20,1,0,1,0,2
11600,1,1,0,0,0,0,0,0,20,20,1,0,1,0,2
21498,4,8,318,4434,318,0,1460,0,80,184,4,318,8,4434,2
21570,4,8,321,4434,321,0,1460,0,80,184,4,321,8,4434,2
26606,4,8,326,4434,326,0,1460,0,80,184,4,326,8,4434,2
29181,4,8,321,4434,321,0,1460,0,80,184,4,321,8,4434,2
10083,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
7750,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
15526,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
15942,4,8,316,4434,316,0,1460,0,80,184,4,316,8,4434,3
18123,4,8,317,4434,317,0,1460,0,80,184,4,317,8,4434,3
22774,4,8,317,4434,317,0,1460,0,80,184,4,317,8,4434,3
27180,4,8,321,4434,321,0,1460,0,80,184,4,321,8,4434,3
28253,4,8,318,4434,318,0,1460,0,80,184,4,318,8,4434,3
4514,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
3002,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
7919,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
14008,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
11188,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
8107,4,8,317,4434,317,0,1460,0,80,184,4,317,8,4434,3
9639,4,8,325,4434,325,0,1460,0,80,184,4,325,8,4434,3
12000,4,8,316,4434,316,0,1460,0,80,184,4,316,8,4434,3
11925,4,8,320,4434,320,0,1460,0,80,184,4,320,8,4434,3
13788,4,8,320,4434,320,0,1460,0,80,184,4,320,8,4434,3
4856,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
8681,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
7027,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
2747,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
4669,1,1,0,0,0,0,0,0,20,20,1,0,1,0,3
6197,4,8,320,4434,320,0,1460,0,80,184,4,320,8,4434,3
7364,4,8,315,4434,315,0,1460,0,80,184,4,315,8,4434,3
